fecha_operacion,fecha_valor,hoja,moneda,pais,bs_por_moneda_compra,bs_por_moneda_venta,publicado_en,archivo_fuente,url_fuente
2024-04-26,2024-04-29,26042024,EUR,Zona Euro,38.82561156,38.92291886,2024-04-26 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-04-26,2024-04-29,26042024,USD,E.U.A.,36.341319,36.4324,2024-04-26 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-04-29,2024-04-30,29042024,EUR,Zona Euro,38.93673013,39.03431592,2024-04-29 15:14:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-04-29,2024-04-30,29042024,USD,E.U.A.,36.3351345,36.4262,2024-04-29 15:14:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-04-30,2024-05-02,30042024,EUR,Zona Euro,38.90162218,38.99911998,2024-04-30 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-04-30,2024-05-02,30042024,USD,E.U.A.,36.3818175,36.473,2024-04-30 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-02,2024-05-03,02052024,EUR,Zona Euro,38.95736761,39.05500512,2024-05-02 15:23:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-02,2024-05-03,02052024,USD,E.U.A.,36.41862525,36.5099,2024-05-02 15:23:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-03,2024-05-06,03052024,EUR,Zona Euro,39.30379739,39.40230314,2024-05-03 15:11:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-03,2024-05-06,03052024,USD,E.U.A.,36.49343775,36.5849,2024-05-03 15:11:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-06,2024-05-07,06052024,EUR,Zona Euro,39.32739463,39.42595953,2024-05-06 15:13:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-06,2024-05-07,06052024,USD,E.U.A.,36.48485925,36.5763,2024-05-06 15:13:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-07,2024-05-08,07052024,EUR,Zona Euro,39.31212657,39.41065321,2024-05-07 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-07,2024-05-08,07052024,USD,E.U.A.,36.47069475,36.5621,2024-05-07 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-08,2024-05-09,08052024,EUR,Zona Euro,39.21505684,39.31334019,2024-05-08 15:22:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-08,2024-05-09,08052024,USD,E.U.A.,36.491343,36.5828,2024-05-08 15:22:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-09,2024-05-10,09052024,EUR,Zona Euro,39.32777826,39.42634413,2024-05-09 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-09,2024-05-10,09052024,USD,E.U.A.,36.49503375,36.5865,2024-05-09 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-10,2024-05-14,10052024,EUR,Zona Euro,39.3279487,39.42651499,2024-05-10 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-10,2024-05-14,10052024,USD,E.U.A.,36.51857475,36.6101,2024-05-10 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-14,2024-05-15,14052024,EUR,Zona Euro,39.49158211,39.59055851,2024-05-14 15:24:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-14,2024-05-15,14052024,USD,E.U.A.,36.50341275,36.5949,2024-05-14 15:24:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-15,2024-05-16,15052024,EUR,Zona Euro,39.67505353,39.77448976,2024-05-15 15:25:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-15,2024-05-16,15052024,USD,E.U.A.,36.5126895,36.6042,2024-05-15 15:25:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-16,2024-05-17,16052024,EUR,Zona Euro,39.71529973,39.81483682,2024-05-16 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-16,2024-05-17,16052024,USD,E.U.A.,36.53493375,36.6265,2024-05-16 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-17,2024-05-20,17052024,EUR,Zona Euro,39.65843193,39.7578265,2024-05-17 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-17,2024-05-20,17052024,USD,E.U.A.,36.48027075,36.5717,2024-05-17 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-20,2024-05-21,20052024,EUR,Zona Euro,39.64487574,39.74423633,2024-05-20 15:45:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-20,2024-05-21,20052024,USD,E.U.A.,36.47887425,36.5703,2024-05-20 15:45:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-21,2024-05-22,21052024,EUR,Zona Euro,39.60626071,39.70552452,2024-05-21 15:23:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-21,2024-05-22,21052024,USD,E.U.A.,36.46750275,36.5589,2024-05-21 15:23:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-22,2024-05-23,22052024,EUR,Zona Euro,39.5110595,39.61008471,2024-05-22 15:41:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-22,2024-05-23,22052024,USD,E.U.A.,36.455034,36.5464,2024-05-22 15:41:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-23,2024-05-24,23052024,EUR,Zona Euro,39.44413408,39.54299156,2024-05-23 15:18:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-23,2024-05-24,23052024,USD,E.U.A.,36.43059525,36.5219,2024-05-23 15:18:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-24,2024-05-27,24052024,EUR,Zona Euro,39.52182585,39.62087804,2024-05-24 15:09:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-24,2024-05-27,24052024,USD,E.U.A.,36.42161775,36.5129,2024-05-24 15:09:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-27,2024-05-28,27052024,EUR,Zona Euro,39.54623787,39.64535125,2024-05-27 15:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-27,2024-05-28,27052024,USD,E.U.A.,36.42062025,36.5119,2024-05-27 15:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-28,2024-05-29,28052024,EUR,Zona Euro,39.60350373,39.70276063,2024-05-28 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-28,2024-05-29,28052024,USD,E.U.A.,36.41902425,36.5103,2024-05-28 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-29,2024-05-30,29052024,EUR,Zona Euro,39.3898182,39.48853955,2024-05-29 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-29,2024-05-30,29052024,USD,E.U.A.,36.4201215,36.5114,2024-05-29 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-30,2024-05-31,30052024,EUR,Zona Euro,39.5124114,39.61144,2024-05-30 15:24:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-30,2024-05-31,30052024,USD,E.U.A.,36.445857,36.5372,2024-05-30 15:24:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-31,2024-06-04,31052024,EUR,Zona Euro,39.53416468,39.6332478,2024-05-31 16:48:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-05-31,2024-06-04,31052024,USD,E.U.A.,36.443064,36.5344,2024-05-31 16:48:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-04,2024-06-05,04062024,EUR,Zona Euro,39.65371897,39.75310172,2024-06-04 16:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-04,2024-06-05,04062024,USD,E.U.A.,36.449448,36.5408,2024-06-04 16:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-05,2024-06-06,05062024,EUR,Zona Euro,39.60160537,39.70085752,2024-06-05 16:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-05,2024-06-06,05062024,USD,E.U.A.,36.43269,36.524,2024-06-05 16:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-06,2024-06-07,06062024,EUR,Zona Euro,39.58426299,39.68347167,2024-06-06 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-06,2024-06-07,06062024,USD,E.U.A.,36.3969795,36.4882,2024-06-06 15:19:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-07,2024-06-10,07062024,EUR,Zona Euro,39.32652188,39.42508459,2024-06-07 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-07,2024-06-10,07062024,USD,E.U.A.,36.38750325,36.4787,2024-06-07 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-10,2024-06-11,10062024,EUR,Zona Euro,39.03270666,39.130533,2024-06-10 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-10,2024-06-11,10062024,USD,E.U.A.,36.358875,36.45,2024-06-10 15:16:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-11,2024-06-12,11062024,EUR,Zona Euro,38.98477136,39.08247756,2024-06-11 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-11,2024-06-12,11062024,USD,E.U.A.,36.34740375,36.4385,2024-06-11 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-12,2024-06-13,12062024,EUR,Zona Euro,39.45559923,39.55448544,2024-06-12 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-12,2024-06-13,12062024,USD,E.U.A.,36.35857575,36.4497,2024-06-12 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-13,2024-06-14,13062024,EUR,Zona Euro,39.12460078,39.22265743,2024-06-13 15:17:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-13,2024-06-14,13062024,USD,E.U.A.,36.338526,36.4296,2024-06-13 15:17:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-14,2024-06-18,14062024,EUR,Zona Euro,38.85670062,38.95408584,2024-06-14 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-14,2024-06-18,14062024,USD,E.U.A.,36.326556,36.4176,2024-06-14 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-18,2024-06-19,18062024,EUR,Zona Euro,38.98896794,39.08668466,2024-06-18 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-18,2024-06-19,18062024,USD,E.U.A.,36.30291525,36.3939,2024-06-18 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-19,2024-06-20,19062024,EUR,Zona Euro,38.99590684,39.09364095,2024-06-19 15:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-19,2024-06-20,19062024,USD,E.U.A.,36.29214225,36.3831,2024-06-19 15:10:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-20,2024-06-21,20062024,EUR,Zona Euro,38.91048309,39.0080031,2024-06-20 15:14:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-20,2024-06-21,20062024,USD,E.U.A.,36.28795275,36.3789,2024-06-20 15:14:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-21,2024-06-25,21062024,EUR,Zona Euro,38.7737497,38.87092702,2024-06-21 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-21,2024-06-25,21062024,USD,E.U.A.,36.28156875,36.3725,2024-06-21 15:12:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-25,2024-06-26,25062024,EUR,Zona Euro,38.84065048,38.93799547,2024-06-25 15:11:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-25,2024-06-26,25062024,USD,E.U.A.,36.27458625,36.3655,2024-06-25 15:11:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-26,2024-06-27,26062024,EUR,Zona Euro,38.81286684,38.9101422,2024-06-26 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-26,2024-06-27,26062024,USD,E.U.A.,36.29134425,36.3823,2024-06-26 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-27,2024-06-28,27062024,EUR,Zona Euro,38.91998927,39.01753311,2024-06-27 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-27,2024-06-28,27062024,USD,E.U.A.,36.31747875,36.4085,2024-06-27 15:20:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-28,2024-07-01,28062024,EUR,Zona Euro,38.94283941,39.04044051,2024-06-28 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-06-28,2024-07-01,28062024,USD,E.U.A.,36.3550845,36.4462,2024-06-28 15:15:00,2_1_2b24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2b24_smc.xls
2024-07-01,2024-07-02,01072024,EUR,Zona Euro,38.9901676,39.08788732,2024-07-01 15:40:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-01,2024-07-02,01072024,USD,E.U.A.,36.36396225,36.4551,2024-07-01 15:40:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-02,2024-07-03,02072024,EUR,Zona Euro,39.05803683,39.15592665,2024-07-02 15:19:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-02,2024-07-03,02072024,USD,E.U.A.,36.376032,36.4672,2024-07-02 15:19:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-03,2024-07-04,03072024,EUR,Zona Euro,39.31983756,39.41838351,2024-07-03 15:19:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-03,2024-07-04,03072024,USD,E.U.A.,36.38670525,36.4779,2024-07-03 15:19:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-04,2024-07-08,04072024,EUR,Zona Euro,39.38496179,39.48367097,2024-07-04 15:26:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-04,2024-07-08,04072024,USD,E.U.A.,36.42101925,36.5123,2024-07-04 15:26:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-08,2024-07-09,08072024,EUR,Zona Euro,39.42913227,39.52795215,2024-07-08 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-08,2024-07-09,08072024,USD,E.U.A.,36.397578,36.4888,2024-07-08 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-09,2024-07-10,09072024,EUR,Zona Euro,39.39120796,39.4899328,2024-07-09 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-09,2024-07-10,09072024,USD,E.U.A.,36.414336,36.5056,2024-07-09 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-10,2024-07-11,10072024,EUR,Zona Euro,39.42439156,39.52319956,2024-07-10 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-10,2024-07-11,10072024,USD,E.U.A.,36.4221165,36.5134,2024-07-10 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-11,2024-07-12,11072024,EUR,Zona Euro,39.60697867,39.70624428,2024-07-11 15:11:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-11,2024-07-12,11072024,USD,E.U.A.,36.43897425,36.5303,2024-07-11 15:11:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-12,2024-07-15,12072024,EUR,Zona Euro,39.73891869,39.83851498,2024-07-12 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-12,2024-07-15,12072024,USD,E.U.A.,36.43298925,36.5243,2024-07-12 15:12:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-15,2024-07-16,15072024,EUR,Zona Euro,39.75915479,39.8588018,2024-07-15 15:29:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-15,2024-07-16,15072024,USD,E.U.A.,36.409149,36.5004,2024-07-15 15:29:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-16,2024-07-17,16072024,EUR,Zona Euro,39.62578633,39.72509908,2024-07-16 15:20:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-16,2024-07-17,16072024,USD,E.U.A.,36.414735,36.506,2024-07-16 15:20:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-17,2024-07-18,17072024,EUR,Zona Euro,39.86064275,39.96054411,2024-07-17 15:30:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-17,2024-07-18,17072024,USD,E.U.A.,36.44934825,36.5407,2024-07-17 15:30:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-18,2024-07-19,18072024,EUR,Zona Euro,39.8018316,39.90158557,2024-07-18 15:09:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-18,2024-07-19,18072024,USD,E.U.A.,36.480969,36.5724,2024-07-18 15:09:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-19,2024-07-22,19072024,EUR,Zona Euro,39.75652746,39.85616788,2024-07-19 15:21:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-19,2024-07-22,19072024,USD,E.U.A.,36.5150835,36.6066,2024-07-19 15:21:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-22,2024-07-23,22072024,EUR,Zona Euro,39.65882301,39.75821856,2024-07-22 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-22,2024-07-23,22072024,USD,E.U.A.,36.4400715,36.5314,2024-07-22 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-23,2024-07-25,23072024,EUR,Zona Euro,39.56552533,39.66468705,2024-07-23 15:28:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-23,2024-07-25,23072024,USD,E.U.A.,36.4676025,36.559,2024-07-23 15:28:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-25,2024-07-26,25072024,EUR,Zona Euro,39.62113195,39.72043304,2024-07-25 15:11:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-25,2024-07-26,25072024,USD,E.U.A.,36.48825075,36.5797,2024-07-25 15:11:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-26,2024-07-29,26072024,EUR,Zona Euro,39.64675317,39.74611847,2024-07-26 15:26:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-26,2024-07-29,26072024,USD,E.U.A.,36.5158815,36.6074,2024-07-26 15:26:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-29,2024-07-30,29072024,EUR,Zona Euro,39.52432659,39.62338506,2024-07-29 15:09:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-29,2024-07-30,29072024,USD,E.U.A.,36.5174775,36.609,2024-07-29 15:09:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-30,2024-07-31,30072024,EUR,Zona Euro,39.45538667,39.55427235,2024-07-30 15:41:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-30,2024-07-31,30072024,USD,E.U.A.,36.521268,36.6128,2024-07-30 15:41:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-31,2024-08-01,31072024,EUR,Zona Euro,39.55872585,39.65787052,2024-07-31 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
2024-07-31,2024-08-01,31072024,USD,E.U.A.,36.545208,36.6368,2024-07-31 15:14:00,2_1_2c24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2c24_smc.xls
