fecha_operacion,fecha_valor,hoja,moneda,pais,bs_por_moneda_compra,bs_por_moneda_venta,publicado_en,archivo_fuente,url_fuente
2024-12-13,2024-12-16,13122024,USD,E.U.A.,50.20607025,50.3319,2024-12-13 15:03:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-16,2024-12-17,16122024,EUR,Zona Euro,52.70004674,52.83212706,2024-12-16 14:53:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-16,2024-12-17,16122024,USD,E.U.A.,50.2450725,50.371,2024-12-16 14:53:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-17,2024-12-18,17122024,EUR,Zona Euro,52.90960227,53.04220779,2024-12-17 15:04:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-17,2024-12-18,17122024,USD,E.U.A.,50.41554525,50.5419,2024-12-17 15:04:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-18,2024-12-19,18122024,EUR,Zona Euro,53.30646035,53.44006051,2024-12-18 14:47:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-18,2024-12-19,18122024,USD,E.U.A.,50.82711375,50.9545,2024-12-18 14:47:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-19,2024-12-20,19122024,EUR,Zona Euro,53.2719294,53.405443,2024-12-19 14:48:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-19,2024-12-20,19122024,USD,E.U.A.,51.222024,51.3504,2024-12-19 14:48:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-20,2024-12-23,20122024,EUR,Zona Euro,53.47510016,53.60912297,2024-12-20 14:47:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-20,2024-12-23,20122024,USD,E.U.A.,51.4109505,51.5398,2024-12-20 14:47:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-23,2024-12-26,23122024,EUR,Zona Euro,53.53939924,53.6735832,2024-12-23 14:46:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-23,2024-12-26,23122024,USD,E.U.A.,51.5109,51.64,2024-12-23 14:46:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-26,2024-12-27,26122024,EUR,Zona Euro,53.72466471,53.85931299,2024-12-26 14:55:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-26,2024-12-27,26122024,USD,E.U.A.,51.63648525,51.7659,2024-12-26 14:55:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-27,2024-12-30,27122024,EUR,Zona Euro,53.97165283,54.10692013,2024-12-27 15:04:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-27,2024-12-30,27122024,USD,E.U.A.,51.80466375,51.9345,2024-12-27 15:04:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-30,2025-01-02,30122024,EUR,Zona Euro,53.9402184,54.07540692,2024-12-30 15:35:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2024-12-30,2025-01-02,30122024,USD,E.U.A.,51.89703225,52.0271,2024-12-30 15:35:00,2_1_2d24_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2d24_smc.xls
2025-01-02,2025-01-03,02012025,EUR,Zona Euro,54.03192522,54.16734358,2025-01-02 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-02,2025-01-03,02012025,USD,E.U.A.,52.44086925,52.5723,2025-01-02 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-03,2025-01-07,03012025,EUR,Zona Euro,54.36485431,54.50110708,2025-01-03 14:37:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-03,2025-01-07,03012025,USD,E.U.A.,52.87947,53.012,2025-01-03 14:37:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-07,2025-01-08,07012025,EUR,Zona Euro,54.89483165,55.03241268,2025-01-07 15:02:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-07,2025-01-08,07012025,USD,E.U.A.,52.937724,53.0704,2025-01-07 15:02:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-08,2025-01-09,08012025,EUR,Zona Euro,54.74663552,54.88384513,2025-01-08 15:33:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-08,2025-01-09,08012025,USD,E.U.A.,53.14949325,53.2827,2025-01-08 15:33:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-09,2025-01-10,09012025,EUR,Zona Euro,55.38335133,55.52215672,2025-01-09 14:30:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-09,2025-01-10,09012025,USD,E.U.A.,53.7175695,53.8522,2025-01-09 14:30:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-10,2025-01-14,10012025,EUR,Zona Euro,55.0611401,55.19913795,2025-01-10 14:28:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-10,2025-01-14,10012025,USD,E.U.A.,53.74440225,53.8791,2025-01-10 14:28:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-14,2025-01-15,14012025,EUR,Zona Euro,55.28860153,55.42716946,2025-01-14 14:43:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-14,2025-01-15,14012025,USD,E.U.A.,53.8292895,53.9642,2025-01-14 14:43:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-15,2025-01-16,15012025,EUR,Zona Euro,55.9667784,56.10704602,2025-01-15 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-15,2025-01-16,15012025,USD,E.U.A.,54.2334765,54.3694,2025-01-15 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-16,2025-01-17,16012025,EUR,Zona Euro,56.13943725,56.2801376,2025-01-16 14:39:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-16,2025-01-17,16012025,USD,E.U.A.,54.6231,54.76,2025-01-16 14:39:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-17,2025-01-20,17012025,EUR,Zona Euro,56.44901133,56.59048755,2025-01-17 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-17,2025-01-20,17012025,USD,E.U.A.,54.77402175,54.9113,2025-01-17 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-20,2025-01-21,20012025,EUR,Zona Euro,57.17218409,57.31547277,2025-01-20 14:50:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-20,2025-01-21,20012025,USD,E.U.A.,54.847737,54.9852,2025-01-20 14:50:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-21,2025-01-22,21012025,EUR,Zona Euro,57.30357712,57.44719511,2025-01-21 15:20:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-21,2025-01-22,21012025,USD,E.U.A.,55.16165025,55.2999,2025-01-21 15:20:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-22,2025-01-23,22012025,EUR,Zona Euro,57.95447123,58.09972053,2025-01-22 14:54:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-22,2025-01-23,22012025,USD,E.U.A.,55.62169725,55.7611,2025-01-22 14:54:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-23,2025-01-24,23012025,EUR,Zona Euro,58.44300364,58.58947734,2025-01-23 15:08:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-23,2025-01-24,23012025,USD,E.U.A.,56.1422925,56.283,2025-01-23 15:08:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-24,2025-01-27,24012025,EUR,Zona Euro,59.19256112,59.34091341,2025-01-24 15:28:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-24,2025-01-27,24012025,USD,E.U.A.,56.5105695,56.6522,2025-01-24 15:28:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-27,2025-01-28,27012025,EUR,Zona Euro,59.51970402,59.66887621,2025-01-27 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-27,2025-01-28,27012025,USD,E.U.A.,56.7140595,56.8562,2025-01-27 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-28,2025-01-29,28012025,EUR,Zona Euro,59.64607772,59.79556664,2025-01-28 14:40:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-28,2025-01-29,28012025,USD,E.U.A.,57.1541565,57.2974,2025-01-28 14:40:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-29,2025-01-30,29012025,EUR,Zona Euro,59.59893385,59.74830461,2025-01-29 15:27:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-29,2025-01-30,29012025,USD,E.U.A.,57.24941775,57.3929,2025-01-29 15:27:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-30,2025-01-31,30012025,EUR,Zona Euro,60.34906928,60.50032008,2025-01-30 16:03:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-30,2025-01-31,30012025,USD,E.U.A.,57.8216835,57.9666,2025-01-30 16:03:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-31,2025-02-03,31012025,EUR,Zona Euro,60.47792064,60.62949438,2025-01-31 15:12:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-01-31,2025-02-03,31012025,USD,E.U.A.,58.29759075,58.4437,2025-01-31 15:12:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-03,2025-02-04,03022025,EUR,Zona Euro,59.90003152,60.05015691,2025-02-03 15:25:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-03,2025-02-04,03022025,USD,E.U.A.,58.394049,58.5404,2025-02-03 15:25:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-04,2025-02-05,04022025,EUR,Zona Euro,60.84665754,60.99915543,2025-02-04 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-04,2025-02-05,04022025,USD,E.U.A.,58.6468155,58.7938,2025-02-04 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-05,2025-02-06,05022025,EUR,Zona Euro,61.85336146,62.00838242,2025-02-05 15:17:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-05,2025-02-06,05022025,USD,E.U.A.,59.31184875,59.4605,2025-02-05 15:17:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-06,2025-02-07,06022025,EUR,Zona Euro,62.23442216,62.39039816,2025-02-06 14:58:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-06,2025-02-07,06022025,USD,E.U.A.,59.99134575,60.1417,2025-02-06 14:58:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-07,2025-02-10,07022025,EUR,Zona Euro,62.646946,62.80395589,2025-02-07 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-07,2025-02-10,07022025,USD,E.U.A.,60.36979725,60.5211,2025-02-07 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-10,2025-02-11,10022025,EUR,Zona Euro,62.27625993,62.43234078,2025-02-10 14:41:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-10,2025-02-11,10022025,USD,E.U.A.,60.391443,60.5428,2025-02-10 14:41:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-11,2025-02-12,11022025,EUR,Zona Euro,62.88959187,63.0472099,2025-02-11 14:47:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-11,2025-02-12,11022025,USD,E.U.A.,60.8752305,61.0278,2025-02-11 14:47:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-12,2025-02-13,12022025,EUR,Zona Euro,63.28991293,63.44853427,2025-02-12 14:45:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-12,2025-02-13,12022025,USD,E.U.A.,61.1928345,61.3462,2025-02-12 14:45:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-13,2025-02-14,13022025,EUR,Zona Euro,64.15028601,64.31106367,2025-02-13 14:57:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-13,2025-02-14,13022025,USD,E.U.A.,61.66814325,61.8227,2025-02-13 14:57:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-14,2025-02-17,14022025,EUR,Zona Euro,65.04236196,65.2053754,2025-02-14 14:52:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-14,2025-02-17,14022025,USD,E.U.A.,61.915623,62.0708,2025-02-14 14:52:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-17,2025-02-18,17022025,EUR,Zona Euro,64.92852405,65.09125218,2025-02-17 14:56:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-17,2025-02-18,17022025,USD,E.U.A.,61.94465025,62.0999,2025-02-17 14:56:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-18,2025-02-19,18022025,EUR,Zona Euro,64.82974361,64.99222417,2025-02-18 18:40:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-18,2025-02-19,18022025,USD,E.U.A.,62.0279415,62.1834,2025-02-18 18:40:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-19,2025-02-20,19022025,EUR,Zona Euro,65.05187559,65.21491288,2025-02-19 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-19,2025-02-20,19022025,USD,E.U.A.,62.35442325,62.5107,2025-02-19 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-20,2025-02-21,20022025,EUR,Zona Euro,65.90142763,66.06659412,2025-02-20 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-20,2025-02-21,20022025,USD,E.U.A.,63.04848375,63.2065,2025-02-20 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-21,2025-02-24,21022025,EUR,Zona Euro,66.21887911,66.38484121,2025-02-21 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-21,2025-02-24,21022025,USD,E.U.A.,63.25536525,63.4139,2025-02-21 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-24,2025-02-25,24022025,EUR,Zona Euro,66.26621233,66.43229306,2025-02-24 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-24,2025-02-25,24022025,USD,E.U.A.,63.3350655,63.4938,2025-02-24 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-25,2025-02-26,25022025,EUR,Zona Euro,67.07690989,67.24502244,2025-02-25 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-25,2025-02-26,25022025,USD,E.U.A.,63.85905225,64.0191,2025-02-25 16:10:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-26,2025-02-27,26022025,EUR,Zona Euro,67.24811362,67.41665526,2025-02-26 14:44:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-26,2025-02-27,26022025,USD,E.U.A.,64.0799985,64.2406,2025-02-26 14:44:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-27,2025-02-28,27022025,EUR,Zona Euro,66.74406232,66.91134067,2025-02-27 15:04:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-27,2025-02-28,27022025,USD,E.U.A.,64.085784,64.2464,2025-02-27 15:04:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-28,2025-03-05,28022025,EUR,Zona Euro,66.95400743,67.12181196,2025-02-28 15:00:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-02-28,2025-03-05,28022025,USD,E.U.A.,64.323189,64.4844,2025-02-28 15:00:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-05,2025-03-06,05032025,EUR,Zona Euro,69.32120736,69.49494472,2025-03-05 15:13:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-05,2025-03-06,05032025,USD,E.U.A.,64.450071,64.6116,2025-03-05 15:13:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-06,2025-03-07,06032025,EUR,Zona Euro,70.03116094,70.20667764,2025-03-06 14:52:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-06,2025-03-07,06032025,USD,E.U.A.,64.584135,64.746,2025-03-06 14:52:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-07,2025-03-10,07032025,EUR,Zona Euro,70.73509801,70.91237896,2025-03-07 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-07,2025-03-10,07032025,USD,E.U.A.,65.1030345,65.2662,2025-03-07 14:59:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-10,2025-03-11,10032025,EUR,Zona Euro,70.70267776,70.87987745,2025-03-10 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-10,2025-03-11,10032025,USD,E.U.A.,65.25156225,65.4151,2025-03-10 15:22:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-11,2025-03-12,11032025,EUR,Zona Euro,71.45257306,71.6316522,2025-03-11 14:55:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-11,2025-03-12,11032025,USD,E.U.A.,65.462733,65.6268,2025-03-11 14:55:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-12,2025-03-13,12032025,EUR,Zona Euro,72.12905929,72.30983388,2025-03-12 14:50:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-12,2025-03-13,12032025,USD,E.U.A.,66.0885645,66.2542,2025-03-12 14:50:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-13,2025-03-14,13032025,EUR,Zona Euro,71.97065159,72.15102916,2025-03-13 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-13,2025-03-14,13032025,USD,E.U.A.,66.270708,66.4368,2025-03-13 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-14,2025-03-17,14032025,EUR,Zona Euro,72.21737272,72.39836864,2025-03-14 15:12:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-14,2025-03-17,14032025,USD,E.U.A.,66.39090675,66.5573,2025-03-14 15:12:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-17,2025-03-18,17032025,EUR,Zona Euro,72.73217708,72.91446324,2025-03-17 14:37:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-17,2025-03-18,17032025,USD,E.U.A.,66.62103,66.788,2025-03-17 14:37:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-18,2025-03-20,18032025,EUR,Zona Euro,73.53246968,73.71676159,2025-03-18 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-18,2025-03-20,18032025,USD,E.U.A.,67.465314,67.6344,2025-03-18 14:51:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-20,2025-03-21,20032025,EUR,Zona Euro,73.27499888,73.45864549,2025-03-20 15:13:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-20,2025-03-21,20032025,USD,E.U.A.,67.68865425,67.8583,2025-03-20 15:13:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-21,2025-03-24,21032025,EUR,Zona Euro,73.77811112,73.96301866,2025-03-21 14:54:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-21,2025-03-24,21032025,USD,E.U.A.,68.140821,68.3116,2025-03-21 14:54:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
2025-03-24,2025-03-25,24032025,EUR,Zona Euro,73.66609853,73.85072534,2025-03-24 15:44:00,2_1_2a25_smc.xls,https://www.bcv.org.ve/sites/default/files/EstadisticasGeneral/2_1_2a25_smc.xls
